;Echte_Erzeugung_MWh;Quantil_0_1_MWh;Median_q0_5_MWh;Quantil_0_9_MWh
578;0.0;-3.7159717;4.558802;17.725428
579;0.02;-4.5964756;9.776942;39.410145
580;0.99;-7.255466;18.858269;80.2014
581;12.0199995;-21.896046;22.601412;132.18192
582;54.88;-25.59737;47.91777;223.61447
583;190.87001;25.83627;140.30392;380.36713
584;393.59;213.64943;375.65497;645.54443
585;648.84;537.906;734.111;983.41675
586;955.82;923.2365;1121.8706;1315.7998
587;1306.74;1280.8046;1446.7844;1586.6768
588;1726.8601;1636.271;1766.0323;1873.5872
589;2210.9402;2058.1555;2174.2122;2270.0796
590;2747.6501;2574.6733;2698.5574;2796.3708
591;3344.0203;3149.109;3286.8833;3390.6
592;4018.29;3761.65;3910.6191;4018.5867
593;4704.02;4433.818;4588.7476;4697.91
594;5343.52;5161.25;5319.4346;5432.4126
595;5982.35;5853.658;6011.607;6133.617
596;6658.76;6494.094;6653.592;6786.7046
597;7320.6104;7149.066;7315.686;7457.9175
598;7973.3896;7779.3936;7957.9526;8111.6978
599;8558.4;8372.901;8565.507;8731.7
600;9089.78;8918.479;9125.92;9304.918
601;9487.05;9408.897;9628.592;9818.155
602;9758.06;9737.523;9964.403;10166.128
603;9907.15;9905.251;10135.16;10346.727
604;10021.5;9957.252;10188.889;10406.039
605;10048.66;9977.402;10209.444;10424.4375
606;9989.33;9936.273;10165.784;10379.002
607;9900.61;9825.073;10047.684;10259.981
608;9767.19;9675.628;9890.465;10100.988
609;9705.01;9502.229;9708.138;9912.011
610;9558.02;9357.737;9558.068;9755.039
611;9489.25;9228.253;9423.646;9615.741
612;9315.87;9133.188;9324.804;9512.97
613;9125.351;8995.882;9180.309;9363.03
614;8856.92;8760.196;8935.747;9114.932
615;8617.93;8458.827;8627.432;8802.332
616;8277.34;8160.0938;8326.283;8495.121
617;8030.1504;7823.7217;7986.4653;8147.697
618;7575.93;7473.4194;7634.1616;7788.7734
619;7205.41;7048.8916;7206.0776;7356.791
620;6760.5396;6597.3115;6752.9;6898.681
621;6286.91;6127.604;6282.3525;6421.682
622;5778.4097;5609.4487;5763.454;5899.486
623;5354.92;5068.4634;5222.6694;5356.259
624;4870.29;4574.1113;4730.564;4860.0747
625;4407.72;4100.63;4255.957;4382.9116
626;3920.8198;3615.3137;3765.9836;3893.2375
627;3451.15;3128.206;3272.0356;3399.7742
628;2912.1199;2656.8857;2792.4504;2919.3955
629;2410.1099;2181.7393;2306.232;2432.1035
630;1930.3599;1697.6879;1811.542;1933.3009
631;1471.56;1230.3768;1335.7103;1449.2618
632;1064.0299;802.6566;898.41345;1001.50793
633;716.54;456.59918;538.3996;628.8943
634;420.16998;219.13864;283.19202;356.8772
635;189.46;82.88842;129.07501;183.27771
636;54.100002;18.24023;49.541286;85.32532
637;10.43;-4.9454565;15.699437;38.366547
638;3.32;-5.800824;8.081854;23.899506
639;0.0;-0.28828156;9.5498905;24.404547
640;0.0;3.0336568;10.531346;26.319036
641;0.0;1.6616231;7.829827;24.16491
642;0.0;-0.6440863;4.866704;19.30398
643;0.0;-2.2545612;2.7373543;14.752039
644;0.0;-2.872376;1.6502212;11.658114
645;0.0;-3.7423294;0.3925032;9.137841
646;0.0;-3.424161;0.4714283;8.733689
647;0.0;-2.7032843;0.926815;9.506554
648;0.0;-2.2989101;1.0912299;10.07675
649;0.0;-2.9738212;0.29709214;8.703432
650;0.0;-3.3489254;-0.11145274;8.012652
651;0.0;-3.3484564;-0.22858177;8.014973
652;0.0;-3.2428527;-0.25508758;8.209546
653;0.0;-3.3966804;-0.3380108;7.061158
654;0.0;-3.360969;-0.24319206;7.589744
655;0.0;-3.3294039;-0.19763365;8.340397
656;0.0;-3.3559837;-0.24018115;9.008422
657;0.0;-3.341867;0.11658608;7.8504095
658;0.0;-3.3700757;0.3008928;8.509007
659;0.0;-3.35396;0.40158525;10.027835
660;0.0;-3.441054;0.41802183;11.402978
661;0.0;-3.3567734;1.0837767;10.480507
662;0.0;-3.586293;1.1680326;11.201494
663;0.0;-3.8224268;1.0502126;12.579105
664;0.0;-4.009695;0.94611436;13.94408
665;0.0;-4.0320053;1.4941972;12.201756
666;0.0;-4.107352;1.4640882;12.885082
667;0.0;-4.036892;1.3749458;14.295172
668;0.0;-4.014717;1.1977468;15.111423
669;0.0;-4.427791;0.91427773;10.997642
670;0.0;-4.0390143;0.80884683;10.070777
671;0.0;-2.4233692;2.0220923;11.692271
672;0.0;-0.76038855;3.865801;14.392655
673;0.0;-3.3085434;2.2984536;10.233711
674;0.0;-5.228703;2.575654;15.043306
