;Echte_Erzeugung_MWh;Quantil_0_1_MWh;Median_q0_5_MWh;Quantil_0_9_MWh
330;3228.1602;3139.5967;3248.3516;3381.336
331;2950.92;2884.0413;2990.1196;3118.131
332;2690.6501;2602.2393;2702.4226;2821.7793
333;2447.36;2342.897;2434.8906;2549.3943
334;2205.26;2123.2407;2215.4783;2327.8442
335;1973.8699;1897.7573;1987.8602;2096.7058
336;1746.05;1680.5856;1765.1998;1866.9967
337;1521.3099;1465.5568;1544.5652;1639.9701
338;1297.31;1248.7781;1325.158;1415.2916
339;1089.06;1026.8031;1100.1613;1187.6078
340;910.20996;835.91473;904.4386;987.9126
341;739.7;694.76483;760.5332;840.64294
342;575.3;559.9572;624.4174;697.824
343;417.11002;396.93622;458.25272;526.2154
344;280.05;239.44235;293.38168;355.7844
345;165.06;97.3521;149.31143;209.0879
346;76.16;9.098404;60.414715;120.00525
347;27.18;-52.807377;0.76415217;60.01497
348;10.76;-62.501347;-11.549945;44.12671
349;3.5299997;-27.605433;23.308851;75.97376
350;2.22;-12.057429;35.810364;81.80563
351;0.0;-15.890407;28.28528;72.370155
352;0.0;-35.152973;2.3670874;42.84214
353;0.0;-54.844078;-17.65223;23.193918
354;0.0;-44.75548;-9.65046;33.19684
355;0.0;-41.51565;-4.453939;39.493374
356;0.0;-36.642582;-2.3819938;38.703087
357;0.0;-27.613527;8.191554;47.324265
358;0.0;-23.838942;9.170492;46.182983
359;0.0;-17.632757;14.917959;52.689568
360;0.0;-20.221046;8.045279;43.718906
361;0.0;-29.369846;1.2962922;36.46288
362;0.0;-25.008406;2.0985248;37.964577
363;0.0;-27.041851;0.7476169;37.49547
364;0.0;-28.126516;-2.713267;33.91906
365;0.0;-22.2981;6.1221023;43.302265
366;0.0;-20.77942;4.9804273;40.98841
367;0.0;-16.773884;8.563821;45.002415
368;0.0;-22.473251;0.47293377;37.26427
369;0.0;-33.143963;-6.3599634;32.45221
370;0.0;-36.03897;-11.293796;29.129555
371;0.0;-31.440533;-5.611335;35.855392
372;0.0;-31.533031;-5.302273;37.345543
373;0.0;-30.093597;0.42026767;45.060287
374;0.0;-19.681675;8.690475;55.222107
375;0.0;-19.093735;10.475496;56.46013
376;0.0;-22.079168;7.107827;55.257374
377;0.0;-28.268324;4.8924446;56.039593
378;0.0;-20.504097;11.378891;66.21506
379;0.0;-18.623787;14.651791;69.079735
380;0.0;-23.39481;11.071383;67.885445
381;0.0;-21.23261;16.867346;77.50918
382;0.0;-16.90661;20.74835;84.15305
383;0.0;-19.390976;19.411533;82.10307
384;0.0;-30.2339;10.993964;76.93222
385;0.0;-42.279434;3.3867714;74.08849
386;0.0;-24.727108;21.822279;98.5518
387;0.0;-21.225159;28.925985;103.303474
388;0.44;-14.540782;38.33414;115.1305
389;6.08;-3.7983766;51.232304;131.22316
