Epoch;train_loss;val_loss
0;0.24564377150752328;0.2590417265892029
1;0.12373132935979149;0.14239904284477234
2;0.07239366458220915;0.09338469058275223
3;0.049947253851728005;0.06808999180793762
4;0.039976425299590286;0.06615127623081207
5;0.0371698367155411;0.059577636420726776
6;0.034431395290250126;0.05049758404493332
7;0.02952305320650339;0.046327024698257446
8;0.025883585299280556;0.036459315568208694
9;0.026537505994466217;0.043330878019332886
10;0.023862962568686766;0.0341830849647522
11;0.020929995204576037;0.027247097343206406
12;0.022120596967976202;0.03445170074701309
13;0.018813571088354696;0.02910168468952179
14;0.018966148311102934;0.03486591950058937
15;0.018781049261716278;0.026172373443841934
16;0.016650695099749348;0.022625815123319626
17;0.01689923901788213;0.02730492129921913
18;0.01530149807645516;0.03145665302872658
19;0.015088498973372307;0.02132365293800831
20;0.015298937024040655;0.025541968643665314
21;0.014725746544585987;0.027822263538837433
22;0.013389276467602362;0.020109284669160843
23;0.01575551770458167;0.024515289813280106
24;0.015628135297447443;0.019123906269669533
25;0.015121842988512733;0.01959208957850933
26;0.014511689120395617;0.018869759514927864
27;0.013624906624582682;0.019822552800178528
28;0.013001554433933714;0.02000562660396099
29;0.012172690719704737;0.017981551587581635
30;0.01299696036783809;0.027515944093465805
31;0.013586565979163755;0.02641342580318451
32;0.01302387315610593;0.016769036650657654
33;0.012380951063030145;0.015307754278182983
34;0.011758136690001596;0.020723093301057816
35;0.011767293622886593;0.023631107062101364
36;0.011693275173787366;0.015616243705153465
37;0.011117411756210706;0.016111111268401146
38;0.011077338766137307;0.01925162598490715
39;0.011244074229828337;0.022616494446992874
40;0.01101527678441595;0.01999637857079506
41;0.010829295243390581;0.01910773105919361
42;0.009733083594421094;0.015462834388017654
43;0.010650269644842907;0.017173990607261658
44;0.010264112614095211;0.014970047399401665
45;0.009697424925186417;0.014806900173425674
46;0.009642628381367434;0.01278278324753046
47;0.010110738136890259;0.012804006226360798
48;0.009647005639800971;0.017322983592748642
49;0.010099495020271703;0.014618748798966408
50;0.009632006880234589;0.012686099857091904
51;0.009395438944920897;0.01527292001992464
52;0.009728897786275907;0.014217037707567215
53;0.009585701691156084;0.013267725706100464
54;0.009045989443124696;0.016984762623906136
55;0.009008300342512402;0.01723325438797474
56;0.009086648594926704;0.015418590977787971
57;0.009023388128050348;0.015662947669625282
58;0.009205780711702326;0.014291715808212757
59;0.008702236143025484;0.014326248317956924
60;0.008386961078609933;0.014083236455917358
61;0.008594475369053807;0.013340088538825512
62;0.008721337251534516;0.011366122402250767
63;0.008479899684475227;0.013261942192912102
64;0.008291026767851277;0.013477704487740993
65;0.00887020069851794;0.012991816736757755
66;0.008444961160421371;0.014282438904047012
67;0.008751466044817458;0.012749873101711273
68;0.00828907674771141;0.01795968972146511
69;0.008502294838597829;0.013720541261136532
70;0.007957502606917511;0.015773672610521317
71;0.008210057286884297;0.01597565971314907
72;0.008567702406170693;0.014984751120209694
73;0.007886038077148523;0.012766600586473942
74;0.008112764388153499;0.012722562998533249
75;0.008267667737196793;0.015167610719799995
76;0.007766021923585372;0.01162669900804758
77;0.008262539663436737;0.014775270596146584
78;0.008112433937970887;0.013203904032707214
79;0.007803618463433601;0.014406013302505016
80;0.007527326233685017;0.013945398852229118
81;0.007652289424599571;0.013703284785151482
82;0.007525505963712931;0.015427801758050919
83;0.007690217430618676;0.011901750229299068
84;0.008053277428685264;0.012475427240133286
85;0.007851200284097682;0.013315156102180481
86;0.0077878445894880724;0.014105713926255703
87;0.007625340484082699;0.013577618636190891
